date,total_sales,avg_store_sales,is_holiday_week,fuel_price,cpi,unemployment
2010-02-05,49750740.5,1105572.0111111111,0,2.7178444444444443,167.73088493999998,8.619311111111111
2010-02-12,48336677.63,1074148.3917777778,1,2.6940222222222223,167.82560787333335,8.619311111111111
2010-02-19,48276993.78,1072822.084,0,2.6720666666666664,167.87168610444445,8.619311111111111
2010-02-26,43968571.13,977079.3584444445,0,2.6839333333333335,167.9096568711111,8.619311111111111
2010-03-05,46871470.3,1041588.2288888888,0,2.7312,167.9476276622222,8.619311111111111
2010-03-12,45925396.51,1020564.3668888889,0,2.7744222222222223,167.98559845111112,8.619311111111111
2010-03-19,44988974.64,999754.992,0,2.817088888888889,167.93042676888888,8.619311111111111
2010-03-26,44133961.05,980754.69,0,2.8241111111111112,167.85973130444444,8.619311111111111
2010-04-02,50423831.26,1120529.5835555554,0,2.8273333333333333,167.7890358711111,8.49771111111111
2010-04-09,47365290.44,1052562.0097777778,0,2.8530888888888892,167.71834042444445,8.49771111111111
2010-04-16,45183667.08,1004081.4906666667,0,2.889,167.66304076,8.49771111111111
2010-04-23,44734452.56,994098.9457777778,0,2.8817333333333335,167.6282687911111,8.49771111111111
2010-04-30,43705126.71,971225.0380000001,0,2.8915333333333333,167.59349682666667,8.49771111111111
2010-05-07,48503243.52,1077849.8560000001,0,2.9318666666666666,167.5587248688889,8.49771111111111
2010-05-14,45330080.2,1007335.1155555557,0,2.947,167.54648468444444,8.49771111111111
2010-05-21,45120108.06,1002669.0680000001,0,2.9241111111111113,167.66943518,8.49771111111111
2010-05-28,47757502.56,1061277.8346666668,0,2.8664222222222224,167.79238567333334,8.49771111111111
2010-06-04,50188543.12,1115300.958222222,0,2.8088,167.91533618222223,8.49771111111111
2010-06-11,47826546.72,1062812.1493333334,0,2.7887333333333335,168.03828667777776,8.49771111111111
2010-06-18,47622046.23,1058267.694,0,2.7632222222222222,168.04938532222224,8.49771111111111
2010-06-25,46609036.29,1035756.362,0,2.7912666666666666,168.0157432,8.49771111111111
2010-07-02,48917484.5,1087055.211111111,0,2.793511111111111,167.9821010888889,8.428577777777777
2010-07-09,47899529.37,1064433.986,0,2.7837555555555555,167.9484589666667,8.428577777777777
2010-07-16,46243899.58,1027642.2128888889,0,2.762488888888889,167.95822487555554,8.428577777777777
2010-07-23,44888849.11,997529.9802222222,0,2.7635555555555555,168.02586811555554,8.428577777777777
2010-07-30,44630363.42,991785.8537777779,0,2.7666666666666666,168.09351138666668,8.428577777777777
2010-08-06,48204999.12,1071222.2026666666,0,2.777222222222222,168.16115464666666,8.428577777777777
2010-08-13,46464418.410000004,1032542.6313333334,0,2.807377777777778,168.22879791111112,8.428577777777777
2010-08-20,47060952.92,1045798.9537777778,0,2.7842000000000002,168.22879644222223,8.428577777777777
2010-08-27,45909740.44,1020216.4542222222,0,2.7632,168.22879495333333,8.428577777777777
2010-09-03,47194257.61,1048761.2802222222,0,2.742711111111111,168.22879348222222,8.428577777777777
2010-09-10,45634397.839999996,1014097.7297777777,1,2.7213555555555553,168.22879198666666,8.428577777777777
2010-09-17,43080726.51,957349.478,0,2.7353111111111112,168.2567725111111,8.428577777777777
2010-09-24,41358514.41,919078.0979999999,0,2.738688888888889,168.30573945111112,8.428577777777777
2010-10-01,42239875.87,938663.9082222221,0,2.7343333333333333,168.35470644222224,8.47528888888889
2010-10-08,45102974.23,1002288.3162222222,0,2.7588666666666666,168.40367343777777,8.47528888888889
2010-10-15,43149473.45,958877.1877777779,0,2.8356444444444446,168.45302036444443,8.47528888888889
2010-10-22,43066669.52,957037.1004444446,0,2.850977777777778,168.50331730666667,8.47528888888889
2010-10-29,43602830.95,968951.7988888889,0,2.8565777777777774,168.55361422444446,8.47528888888889
2010-11-05,45781981.89,1017377.3753333334,0,2.842911111111111,168.60391111777778,8.47528888888889
2010-11-12,46124800.83,1024995.5739999999,0,2.872911111111111,168.65420804888888,8.47528888888889
2010-11-19,45125584.18,1002790.7595555555,0,2.911311111111111,168.6061089977778,8.47528888888889
2010-11-26,65821003.24,1462688.960888889,1,2.9179555555555554,168.54161062222224,8.47528888888889
2010-12-03,49909027.88,1109089.5084444445,0,2.8891111111111107,168.47711224000003,8.47528888888889
2010-12-10,55666770.39,1237039.342,0,2.976377777777778,168.4126138488889,8.47528888888889
2010-12-17,61820799.85,1373795.5522222223,0,3.0054444444444446,168.41548208,8.47528888888889
2010-12-24,80931415.6,1798475.9022222222,0,3.0213333333333336,168.46887522444445,8.47528888888889
2010-12-31,40432519.0,898500.4222222222,1,3.048222222222222,168.52226841333334,8.47528888888889
2011-01-07,42775787.77,950573.0615555557,0,3.0892444444444442,168.57566157777777,8.2912
2011-01-14,40673678.04,903859.512,0,3.105,168.65173252444444,8.2912
2011-01-21,40654648.03,903436.6228888889,0,3.1268888888888893,168.86387010222222,8.2912
2011-01-28,39599852.99,879996.7331111112,0,3.134688888888889,169.07600767777777,8.2912
2011-02-04,46153111.12,1025624.6915555554,0,3.134822222222222,169.28814525333334,8.2912
2011-02-11,47336192.79,1051915.3953333334,1,3.1624,169.50028284,8.2912
2011-02-18,48716164.12,1082581.4248888888,0,3.182577777777778,169.69322426666668,8.2912
2011-02-25,44125859.839999996,980574.663111111,0,3.2122,169.87848722222222,8.2912
2011-03-04,46980603.74,1044013.4164444444,0,3.3954,170.06375018444444,8.2912
2011-03-11,44627319.4,991718.2088888888,0,3.5374222222222222,170.24901313333334,8.2912
2011-03-18,44872325.97,997162.7993333333,0,3.578866666666667,170.4133855088889,8.2912
2011-03-25,42876199.18,952804.4262222222,0,3.576244444444445,170.56940168222224,8.2912
2011-04-01,43458991.19,965755.3597777777,0,3.6023555555555555,170.72541787111112,8.150133333333335
2011-04-08,45887466.8,1019721.4844444444,0,3.695444444444445,170.88143404222222,8.150133333333335
2011-04-15,44973328.14,999407.292,0,3.7942888888888886,171.02387778222223,8.150133333333335
2011-04-22,48676692.06,1081704.2680000002,0,3.856555555555555,171.13239054666667,8.150133333333335
2011-04-29,43530032.78,967334.0617777779,0,3.9011555555555555,171.24090331555556,8.150133333333335
